user,item,timestamp,state_label,request_rate,user_cpu,user_memory,item_cpu,item_memory,user_pods,error_rate,latency_p95
frontend,productcatalogservice,1761367156,0,3.736859191954453,0.016088229065775176,0.06369781494140625,0.007072829782593929,0.056182861328125,1,0,4.981148932511318
frontend,currencyservice,1761367156,0,5.243684007029902,0.016088229065775176,0.06369781494140625,0.016796536720770916,0.11326217651367188,1,0,75.32781177690337
frontend,cartservice,1761367156,0,1.0682190014496955,0.016088229065775176,0.06369781494140625,0.011671708004890093,0.09572219848632812,1,0,1419.4233115257537
frontend,recommendationservice,1761367156,0,0.5483555555555556,0.016088229065775176,0.06369781494140625,0.00993308017432663,0.09685516357421875,1,0,9035.622438501312
frontend,shippingservice,1761367156,0,0.15494133333333332,0.016088229065775176,0.06369781494140625,0.006185293006057262,0.05164337158203125,1,0,9.16666666666667
frontend,adservice,1761367156,0,0.5218682717034451,0.016088229065775176,0.06369781494140625,0.009815238644741493,0.1288909912109375,1,0,21.173408923144923
checkoutservice,paymentservice,1761367156,0,0.017301597884303396,0.00656332228007477,0.057872772216796875,0.00574365661295248,0.08617019653320312,1,0,220.0
checkoutservice,emailservice,1761367156,0,0.0051897777777777775,0.00656332228007477,0.057872772216796875,0.007931016947995664,0.09848403930664062,1,0,4.8
checkoutservice,currencyservice,1761367156,0,0.028254444444444443,0.00656332228007477,0.057872772216796875,0.016796536720770916,0.11326217651367188,1,0,75.11754184076726
checkoutservice,cartservice,1761367156,0,0.011242305042558394,0.00656332228007477,0.057872772216796875,0.011671708004890091,0.09572219848632812,1,0,1408.1311637428787
recommendationservice,productcatalogservice,1761367156,0,0.2778222222222222,0.009933080174326633,0.09685516357421875,0.007072829782593927,0.056182861328125,1,0,4.97688816089751
frontend,productcatalogservice,1761367217,0,17.149709765259416,0.047994439802338765,0.06594085693359375,0.020433126834955826,0.05587005615234375,1,0,4.76171751018525
frontend,currencyservice,1761367217,0,23.563330245905423,0.047994439802338765,0.06594085693359375,0.04291763942005822,0.091705322265625,1,0,57.24504652677014
frontend,cartservice,1761367217,0,4.5463123723749606,0.047994439802338765,0.06594085693359375,0.02155702374684711,0.09613037109375,1,0,9.632352367642277
frontend,recommendationservice,1761367217,0,2.357760172571555,0.047994439802338765,0.06594085693359375,0.016211494959777185,0.09070587158203125,1,0,22.108673576090137
frontend,shippingservice,1761367217,0,1.1605487034663624,0.047994439802338765,0.06594085693359375,0.007950370313546085,0.0564422607421875,1,0,4.833713676879197
frontend,checkoutservice,1761367217,0,0.0892937858694874,0.047994439802338765,0.06594085693359375,0.0072728472828660325,0.058193206787109375,1,0,243.16374820585827
frontend,adservice,1761367217,0,2.633873016359891,0.047994439802338765,0.06594085693359375,0.021547517807231093,0.12922286987304688,1,0,22.745923998884372
checkoutservice,productcatalogservice,1761367217,0,0.23938646770500793,0.007267850134528264,0.058193206787109375,0.020433126834955826,0.05587005615234375,1,0,4.761556525113752
checkoutservice,shippingservice,1761367217,0,0.18082290692549954,0.007267850134528264,0.058193206787109375,0.007950370313546085,0.0564422607421875,1,0,4.83365226647067
checkoutservice,paymentservice,1761367217,0,0.10136761091619076,0.007267850134528264,0.058193206787109375,0.006114114072831755,0.06866455078125,1,0,139.57961760624335
checkoutservice,emailservice,1761367217,0,0.08575877645566626,0.007267850134528264,0.058193206787109375,0.007660541541637064,0.094696044921875,1,0,8.754761177538017
checkoutservice,currencyservice,1761367217,0,0.34513539337526766,0.007267850134528264,0.058193206787109375,0.04291763942005822,0.091705322265625,1,0,57.218733709422324
checkoutservice,cartservice,1761367217,0,0.1869744243324639,0.007267850134528264,0.058193206787109375,0.02155702374684711,0.09613037109375,1,0,9.628075274966605
recommendationservice,productcatalogservice,1761367217,0,2.3244360381301545,0.016211494959777188,0.09070587158203125,0.020433126834955826,0.05587005615234375,1,0,4.761472352505066
frontend,productcatalogservice,1761367277,0,35.457157073928855,0.10529554190034131,0.06698226928710938,0.04049156986516266,0.056789398193359375,1,0,4.719323776004167
frontend,currencyservice,1761367277,0,48.791965341304774,0.10529554190034131,0.06698226928710938,0.06461666591361771,0.08977127075195312,1,0,9.296513647954367
frontend,cartservice,1761367277,0,9.112363484970412,0.10529554190034131,0.06698226928710938,0.02887300895833334,0.091217041015625,1,0,7.26032285482998
frontend,recommendationservice,1761367277,0,4.689251424769661,0.10529554190034131,0.06698226928710938,0.022177887118210782,0.0893707275390625,1,0,14.466921709923481
frontend,shippingservice,1761367277,0,2.3993418797200508,0.10529554190034131,0.06698226928710938,0.009159225161676766,0.056365966796875,1,0,4.825707985880561
frontend,checkoutservice,1761367277,0,0.23030751493017526,0.10529554190034131,0.06698226928710938,0.009270432528598027,0.060153961181640625,1,0,217.48323272578676
frontend,adservice,1761367277,0,5.4854064201507775,0.10529554190034131,0.06698226928710938,0.03244190607295292,0.13025283813476562,1,0,10.259310489262063
checkoutservice,productcatalogservice,1761367277,0,0.6606828618480611,0.009264203260331534,0.060153961181640625,0.040491569865162676,0.056789398193359375,1,0,4.719302305814859
checkoutservice,shippingservice,1761367277,0,0.46379920304338645,0.009264203260331534,0.060153961181640625,0.009149924024251002,0.056365966796875,1,0,4.8256887127773975
checkoutservice,paymentservice,1761367277,0,0.23672876558758987,0.009264203260331534,0.060153961181640625,0.0056470966169200375,0.068634033203125,1,0,15.35444044889155
checkoutservice,emailservice,1761367277,0,0.23542990525101168,0.009264203260331534,0.060153961181640625,0.00821668207491297,0.08912277221679688,1,0,4.975724396431757
checkoutservice,currencyservice,1761367277,0,0.8936859705617279,0.009264203260331534,0.060153961181640625,0.06449899951784144,0.08977127075195312,1,0,8.887003699281745
checkoutservice,cartservice,1761367277,0,0.46723021704260603,0.009264203260331534,0.060153961181640625,0.02887300895833334,0.091217041015625,1,0,7.017221378213386
recommendationservice,productcatalogservice,1761367277,0,4.7322527025967975,0.022214783809138088,0.0893707275390625,0.04049156986516266,0.056789398193359375,1,0,4.719274939731534
frontend,productcatalogservice,1761367338,0,58.18876199127728,0.19205476226961812,0.06406021118164062,0.06741499170067337,0.05748748779296875,1,0,4.720526001823588
frontend,currencyservice,1761367338,0,81.19281360075775,0.19205476226961812,0.06406021118164062,0.09419388159810554,0.0926361083984375,1,0,7.268625372269367
frontend,cartservice,1761367338,0,14.915819635378309,0.19205476226961812,0.06406021118164062,0.040154661945751007,0.09412384033203125,1,0,6.810199359981168
frontend,recommendationservice,1761367338,0,7.69800653220503,0.19205476226961812,0.06406021118164062,0.03064584687499999,0.0879974365234375,1,0,14.71363763307125
frontend,shippingservice,1761367338,0,3.9114857212873,0.19205476226961812,0.06406021118164062,0.01154901132776622,0.056880950927734375,1,0,4.809807592369767
frontend,checkoutservice,1761367338,0,0.37117726849835553,0.19205476226961812,0.06406021118164062,0.012190826975357368,0.06085968017578125,1,0,187.3537320140598
frontend,adservice,1761367338,0,9.195152593826238,0.19205476226961812,0.06406021118164062,0.043785935978801135,0.13176345825195312,1,0,7.907213082667977
checkoutservice,productcatalogservice,1761367338,0,1.0824796593314323,0.012190826975357364,0.06085968017578125,0.06741499170067339,0.05748748779296875,1,0,4.720502708918738
checkoutservice,shippingservice,1761367338,0,0.7462022255461513,0.012190826975357364,0.06085968017578125,0.011914661668228674,0.056880950927734375,1,0,4.809794887237652
checkoutservice,paymentservice,1761367338,0,0.38042545782657283,0.012190826975357364,0.06085968017578125,0.006417253797447854,0.06875991821289062,1,0,8.882624904728702
checkoutservice,emailservice,1761367338,0,0.37767106695615105,0.012190826975357364,0.06085968017578125,0.008024241954005876,0.08781814575195312,1,0,4.9134723092812145
checkoutservice,currencyservice,1761367338,0,1.465771372040317,0.012190826975357364,0.06085968017578125,0.09398141029093457,0.0926361083984375,1,0,7.267602697772471
